Map_ID,Initiative_ID,Initiative_Name,Factor_ID,Card_ID,Factor_Bank,Requirement_Set_ID,Calculation_Role,Application_Mode,Selection_Group_ID,Mapping_Status,Mapping_Lifecycle_Status,Mapping_Rationale,Version,Last_Reviewed,Source_Row
MAP-0370,INIT-0093,Collaborate with suppliers to reduce packaging impacts across the supply chain,CPF-0093,CARD-0370,Carbon Factors,CRS-0370,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0093,ACTIVE,ACTIVE,Catalog carbon value-card slot for Collaborate with suppliers to reduce packaging impacts across the supply chain.,1.0,2026-08-18,94
MAP-0371,INIT-0093,Collaborate with suppliers to reduce packaging impacts across the supply chain,CTF-0093,CARD-0371,Timing Factors,CRS-0371,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0093,ACTIVE,ACTIVE,Catalog timing value-card slot for Collaborate with suppliers to reduce packaging impacts across the supply chain.,1.0,2026-08-18,94
MAP-0372,INIT-0093,Collaborate with suppliers to reduce packaging impacts across the supply chain,CEF-0093,CARD-0372,Efficiency Factors,CRS-0372,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0093,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Collaborate with suppliers to reduce packaging impacts across the supply chain.,1.0,2026-08-18,94
MAP-0373,INIT-0094,Use dispense or refill systems for drinks rather than single-use packaging,CCF-0094,CARD-0373,Cost Factors,CRS-0373,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0094,ACTIVE,ACTIVE,Catalog cost value-card slot for Use dispense or refill systems for drinks rather than single-use packaging.,1.0,2026-08-18,95
MAP-0374,INIT-0094,Use dispense or refill systems for drinks rather than single-use packaging,CPF-0094,CARD-0374,Carbon Factors,CRS-0374,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0094,ACTIVE,ACTIVE,Catalog carbon value-card slot for Use dispense or refill systems for drinks rather than single-use packaging.,1.0,2026-08-18,95
MAP-0375,INIT-0094,Use dispense or refill systems for drinks rather than single-use packaging,CTF-0094,CARD-0375,Timing Factors,CRS-0375,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0094,ACTIVE,ACTIVE,Catalog timing value-card slot for Use dispense or refill systems for drinks rather than single-use packaging.,1.0,2026-08-18,95
MAP-0376,INIT-0094,Use dispense or refill systems for drinks rather than single-use packaging,CEF-0094,CARD-0376,Efficiency Factors,CRS-0376,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0094,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Use dispense or refill systems for drinks rather than single-use packaging.,1.0,2026-08-18,95
MAP-0377,INIT-0095,Undertake life cycle assessment (LCA) of packaging to understand its full environmental impact,CCF-0095,CARD-0377,Cost Factors,CRS-0377,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0095,ACTIVE,ACTIVE,Catalog cost value-card slot for Undertake life cycle assessment (LCA) of packaging to understand its full environmental impact.,1.0,2026-08-18,96
MAP-0378,INIT-0095,Undertake life cycle assessment (LCA) of packaging to understand its full environmental impact,CPF-0095,CARD-0378,Carbon Factors,CRS-0378,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0095,ACTIVE,ACTIVE,Catalog carbon value-card slot for Undertake life cycle assessment (LCA) of packaging to understand its full environmental impact.,1.0,2026-08-18,96
MAP-0379,INIT-0095,Undertake life cycle assessment (LCA) of packaging to understand its full environmental impact,CTF-0095,CARD-0379,Timing Factors,CRS-0379,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0095,ACTIVE,ACTIVE,Catalog timing value-card slot for Undertake life cycle assessment (LCA) of packaging to understand its full environmental impact.,1.0,2026-08-18,96
MAP-0380,INIT-0095,Undertake life cycle assessment (LCA) of packaging to understand its full environmental impact,CEF-0095,CARD-0380,Efficiency Factors,CRS-0380,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0095,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Undertake life cycle assessment (LCA) of packaging to understand its full environmental impact.,1.0,2026-08-18,96
MAP-0381,INIT-0096,Eliminate single-use plastic items from operations,CCF-0096,CARD-0381,Cost Factors,CRS-0381,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0096,ACTIVE,ACTIVE,Catalog cost value-card slot for Eliminate single-use plastic items from operations.,1.0,2026-08-18,97
MAP-0382,INIT-0096,Eliminate single-use plastic items from operations,CPF-0096,CARD-0382,Carbon Factors,CRS-0382,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0096,ACTIVE,ACTIVE,Catalog carbon value-card slot for Eliminate single-use plastic items from operations.,1.0,2026-08-18,97
MAP-0383,INIT-0096,Eliminate single-use plastic items from operations,CTF-0096,CARD-0383,Timing Factors,CRS-0383,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0096,ACTIVE,ACTIVE,Catalog timing value-card slot for Eliminate single-use plastic items from operations.,1.0,2026-08-18,97
MAP-0384,INIT-0096,Eliminate single-use plastic items from operations,CEF-0096,CARD-0384,Efficiency Factors,CRS-0384,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0096,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Eliminate single-use plastic items from operations.,1.0,2026-08-18,97
MAP-0385,INIT-0097,Increase recycled content in packaging materials,CCF-0097,CARD-0385,Cost Factors,CRS-0385,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0097,ACTIVE,ACTIVE,Catalog cost value-card slot for Increase recycled content in packaging materials.,1.0,2026-08-18,98
MAP-0386,INIT-0097,Increase recycled content in packaging materials,CPF-0097,CARD-0386,Carbon Factors,CRS-0386,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0097,ACTIVE,ACTIVE,Catalog carbon value-card slot for Increase recycled content in packaging materials.,1.0,2026-08-18,98
MAP-0387,INIT-0097,Increase recycled content in packaging materials,CTF-0097,CARD-0387,Timing Factors,CRS-0387,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0097,ACTIVE,ACTIVE,Catalog timing value-card slot for Increase recycled content in packaging materials.,1.0,2026-08-18,98
MAP-0388,INIT-0097,Increase recycled content in packaging materials,CEF-0097,CARD-0388,Efficiency Factors,CRS-0388,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0097,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Increase recycled content in packaging materials.,1.0,2026-08-18,98
MAP-0389,INIT-0098,Evaluate equipment purchases based on full life-cycle cost and environmental impact,CCF-0098,CARD-0389,Cost Factors,CRS-0389,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0098,ACTIVE,ACTIVE,Catalog cost value-card slot for Evaluate equipment purchases based on full life-cycle cost and environmental impact.,1.0,2026-08-18,99
MAP-0390,INIT-0098,Evaluate equipment purchases based on full life-cycle cost and environmental impact,CPF-0098,CARD-0390,Carbon Factors,CRS-0390,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0098,ACTIVE,ACTIVE,Catalog carbon value-card slot for Evaluate equipment purchases based on full life-cycle cost and environmental impact.,1.0,2026-08-18,99
MAP-0391,INIT-0098,Evaluate equipment purchases based on full life-cycle cost and environmental impact,CTF-0098,CARD-0391,Timing Factors,CRS-0391,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0098,ACTIVE,ACTIVE,Catalog timing value-card slot for Evaluate equipment purchases based on full life-cycle cost and environmental impact.,1.0,2026-08-18,99
MAP-0392,INIT-0098,Evaluate equipment purchases based on full life-cycle cost and environmental impact,CEF-0098,CARD-0392,Efficiency Factors,CRS-0392,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0098,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Evaluate equipment purchases based on full life-cycle cost and environmental impact.,1.0,2026-08-18,99
MAP-0393,INIT-0099,Shift from equipment ownership to service or leasing models,CCF-0099,CARD-0393,Cost Factors,CRS-0393,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0099,ACTIVE,ACTIVE,Catalog cost value-card slot for Shift from equipment ownership to service or leasing models.,1.0,2026-08-18,100
MAP-0394,INIT-0099,Shift from equipment ownership to service or leasing models,CPF-0099,CARD-0394,Carbon Factors,CRS-0394,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0099,ACTIVE,ACTIVE,Catalog carbon value-card slot for Shift from equipment ownership to service or leasing models.,1.0,2026-08-18,100
MAP-0395,INIT-0099,Shift from equipment ownership to service or leasing models,CTF-0099,CARD-0395,Timing Factors,CRS-0395,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0099,ACTIVE,ACTIVE,Catalog timing value-card slot for Shift from equipment ownership to service or leasing models.,1.0,2026-08-18,100
MAP-0396,INIT-0099,Shift from equipment ownership to service or leasing models,CEF-0099,CARD-0396,Efficiency Factors,CRS-0396,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0099,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Shift from equipment ownership to service or leasing models.,1.0,2026-08-18,100
MAP-0397,INIT-0100,"Prioritise reused, refurbished and responsibly sourced furniture and fittings",CCF-0100,CARD-0397,Cost Factors,CRS-0397,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0100,ACTIVE,ACTIVE,"Catalog cost value-card slot for Prioritise reused, refurbished and responsibly sourced furniture and fittings.",1.0,2026-08-18,101
MAP-0398,INIT-0100,"Prioritise reused, refurbished and responsibly sourced furniture and fittings",CPF-0100,CARD-0398,Carbon Factors,CRS-0398,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0100,ACTIVE,ACTIVE,"Catalog carbon value-card slot for Prioritise reused, refurbished and responsibly sourced furniture and fittings.",1.0,2026-08-18,101
MAP-0399,INIT-0100,"Prioritise reused, refurbished and responsibly sourced furniture and fittings",CTF-0100,CARD-0399,Timing Factors,CRS-0399,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0100,ACTIVE,ACTIVE,"Catalog timing value-card slot for Prioritise reused, refurbished and responsibly sourced furniture and fittings.",1.0,2026-08-18,101
MAP-0400,INIT-0100,"Prioritise reused, refurbished and responsibly sourced furniture and fittings",CEF-0100,CARD-0400,Efficiency Factors,CRS-0400,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0100,ACTIVE,ACTIVE,"Catalog efficiency value-card slot for Prioritise reused, refurbished and responsibly sourced furniture and fittings.",1.0,2026-08-18,101
MAP-0401,INIT-0101,"Extend equipment life and manage WEEE through repair, refurbishment, reuse and responsible recycling",CCF-0101,CARD-0401,Cost Factors,CRS-0401,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0101,ACTIVE,ACTIVE,"Catalog cost value-card slot for Extend equipment life and manage WEEE through repair, refurbishment, reuse and responsible recycling.",1.0,2026-08-18,102
MAP-0402,INIT-0101,"Extend equipment life and manage WEEE through repair, refurbishment, reuse and responsible recycling",CPF-0101,CARD-0402,Carbon Factors,CRS-0402,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0101,ACTIVE,ACTIVE,"Catalog carbon value-card slot for Extend equipment life and manage WEEE through repair, refurbishment, reuse and responsible recycling.",1.0,2026-08-18,102
MAP-0403,INIT-0101,"Extend equipment life and manage WEEE through repair, refurbishment, reuse and responsible recycling",CTF-0101,CARD-0403,Timing Factors,CRS-0403,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0101,ACTIVE,ACTIVE,"Catalog timing value-card slot for Extend equipment life and manage WEEE through repair, refurbishment, reuse and responsible recycling.",1.0,2026-08-18,102
MAP-0404,INIT-0101,"Extend equipment life and manage WEEE through repair, refurbishment, reuse and responsible recycling",CEF-0101,CARD-0404,Efficiency Factors,CRS-0404,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0101,ACTIVE,ACTIVE,"Catalog efficiency value-card slot for Extend equipment life and manage WEEE through repair, refurbishment, reuse and responsible recycling.",1.0,2026-08-18,102
MAP-0405,INIT-0102,Set responsible sourcing standards for packaging procurement,CCF-0102,CARD-0405,Cost Factors,CRS-0405,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0102,ACTIVE,ACTIVE,Catalog cost value-card slot for Set responsible sourcing standards for packaging procurement.,1.0,2026-08-18,103
MAP-0406,INIT-0102,Set responsible sourcing standards for packaging procurement,CPF-0102,CARD-0406,Carbon Factors,CRS-0406,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0102,ACTIVE,ACTIVE,Catalog carbon value-card slot for Set responsible sourcing standards for packaging procurement.,1.0,2026-08-18,103
MAP-0407,INIT-0102,Set responsible sourcing standards for packaging procurement,CTF-0102,CARD-0407,Timing Factors,CRS-0407,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0102,ACTIVE,ACTIVE,Catalog timing value-card slot for Set responsible sourcing standards for packaging procurement.,1.0,2026-08-18,103
MAP-0408,INIT-0102,Set responsible sourcing standards for packaging procurement,CEF-0102,CARD-0408,Efficiency Factors,CRS-0408,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0102,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Set responsible sourcing standards for packaging procurement.,1.0,2026-08-18,103
MAP-0409,INIT-0103,Procure lower-impact staff uniforms and operational textiles,CCF-0103,CARD-0409,Cost Factors,CRS-0409,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0103,ACTIVE,ACTIVE,Catalog cost value-card slot for Procure lower-impact staff uniforms and operational textiles.,1.0,2026-08-18,104
MAP-0410,INIT-0103,Procure lower-impact staff uniforms and operational textiles,CPF-0103,CARD-0410,Carbon Factors,CRS-0410,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0103,ACTIVE,ACTIVE,Catalog carbon value-card slot for Procure lower-impact staff uniforms and operational textiles.,1.0,2026-08-18,104
MAP-0411,INIT-0103,Procure lower-impact staff uniforms and operational textiles,CTF-0103,CARD-0411,Timing Factors,CRS-0411,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0103,ACTIVE,ACTIVE,Catalog timing value-card slot for Procure lower-impact staff uniforms and operational textiles.,1.0,2026-08-18,104
MAP-0412,INIT-0103,Procure lower-impact staff uniforms and operational textiles,CEF-0103,CARD-0412,Efficiency Factors,CRS-0412,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0103,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Procure lower-impact staff uniforms and operational textiles.,1.0,2026-08-18,104
MAP-0413,INIT-0104,Procure environmentally preferable cleaning products,CCF-0104,CARD-0413,Cost Factors,CRS-0413,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0104,ACTIVE,ACTIVE,Catalog cost value-card slot for Procure environmentally preferable cleaning products.,1.0,2026-08-18,105
MAP-0414,INIT-0104,Procure environmentally preferable cleaning products,CPF-0104,CARD-0414,Carbon Factors,CRS-0414,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0104,ACTIVE,ACTIVE,Catalog carbon value-card slot for Procure environmentally preferable cleaning products.,1.0,2026-08-18,105
MAP-0415,INIT-0104,Procure environmentally preferable cleaning products,CTF-0104,CARD-0415,Timing Factors,CRS-0415,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0104,ACTIVE,ACTIVE,Catalog timing value-card slot for Procure environmentally preferable cleaning products.,1.0,2026-08-18,105
MAP-0416,INIT-0104,Procure environmentally preferable cleaning products,CEF-0104,CARD-0416,Efficiency Factors,CRS-0416,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0104,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Procure environmentally preferable cleaning products.,1.0,2026-08-18,105
MAP-0417,INIT-0105,Reduce office paper use and office consumables,CCF-0105,CARD-0417,Cost Factors,CRS-0417,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0105,ACTIVE,ACTIVE,Catalog cost value-card slot for Reduce office paper use and office consumables.,1.0,2026-08-18,106
MAP-0418,INIT-0105,Reduce office paper use and office consumables,CPF-0105,CARD-0418,Carbon Factors,CRS-0418,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0105,ACTIVE,ACTIVE,Catalog carbon value-card slot for Reduce office paper use and office consumables.,1.0,2026-08-18,106
MAP-0419,INIT-0105,Reduce office paper use and office consumables,CTF-0105,CARD-0419,Timing Factors,CRS-0419,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0105,ACTIVE,ACTIVE,Catalog timing value-card slot for Reduce office paper use and office consumables.,1.0,2026-08-18,106
MAP-0420,INIT-0105,Reduce office paper use and office consumables,CEF-0105,CARD-0420,Efficiency Factors,CRS-0420,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0105,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Reduce office paper use and office consumables.,1.0,2026-08-18,106
MAP-0421,INIT-0106,Measure and reduce emissions from purchased goods and services,CCF-0106,CARD-0421,Cost Factors,CRS-0421,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0106,ACTIVE,ACTIVE,Catalog cost value-card slot for Measure and reduce emissions from purchased goods and services.,1.0,2026-08-18,107
MAP-0422,INIT-0106,Measure and reduce emissions from purchased goods and services,CPF-0106,CARD-0422,Carbon Factors,CRS-0422,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0106,ACTIVE,ACTIVE,Catalog carbon value-card slot for Measure and reduce emissions from purchased goods and services.,1.0,2026-08-18,107
MAP-0423,INIT-0106,Measure and reduce emissions from purchased goods and services,CTF-0106,CARD-0423,Timing Factors,CRS-0423,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0106,ACTIVE,ACTIVE,Catalog timing value-card slot for Measure and reduce emissions from purchased goods and services.,1.0,2026-08-18,107
MAP-0424,INIT-0106,Measure and reduce emissions from purchased goods and services,CEF-0106,CARD-0424,Efficiency Factors,CRS-0424,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0106,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Measure and reduce emissions from purchased goods and services.,1.0,2026-08-18,107
MAP-0425,INIT-0107,Adopt recognised certifications for key categories,CCF-0107,CARD-0425,Cost Factors,CRS-0425,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0107,ACTIVE,ACTIVE,Catalog cost value-card slot for Adopt recognised certifications for key categories.,1.0,2026-08-18,108
MAP-0426,INIT-0107,Adopt recognised certifications for key categories,CPF-0107,CARD-0426,Carbon Factors,CRS-0426,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0107,ACTIVE,ACTIVE,Catalog carbon value-card slot for Adopt recognised certifications for key categories.,1.0,2026-08-18,108
MAP-0427,INIT-0107,Adopt recognised certifications for key categories,CTF-0107,CARD-0427,Timing Factors,CRS-0427,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0107,ACTIVE,ACTIVE,Catalog timing value-card slot for Adopt recognised certifications for key categories.,1.0,2026-08-18,108
MAP-0428,INIT-0107,Adopt recognised certifications for key categories,CEF-0107,CARD-0428,Efficiency Factors,CRS-0428,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0107,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Adopt recognised certifications for key categories.,1.0,2026-08-18,108
MAP-0429,INIT-0108,Set targets to increase local/regional and seasonal sourcing to reduce transport emissions and support UK producers,CCF-0108,CARD-0429,Cost Factors,CRS-0429,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0108,ACTIVE,ACTIVE,Catalog cost value-card slot for Set targets to increase local/regional and seasonal sourcing to reduce transport emissions and support UK producers.,1.0,2026-08-18,109
MAP-0430,INIT-0108,Set targets to increase local/regional and seasonal sourcing to reduce transport emissions and support UK producers,CPF-0108,CARD-0430,Carbon Factors,CRS-0430,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0108,ACTIVE,ACTIVE,Catalog carbon value-card slot for Set targets to increase local/regional and seasonal sourcing to reduce transport emissions and support UK producers.,1.0,2026-08-18,109
MAP-0431,INIT-0108,Set targets to increase local/regional and seasonal sourcing to reduce transport emissions and support UK producers,CTF-0108,CARD-0431,Timing Factors,CRS-0431,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0108,ACTIVE,ACTIVE,Catalog timing value-card slot for Set targets to increase local/regional and seasonal sourcing to reduce transport emissions and support UK producers.,1.0,2026-08-18,109
MAP-0432,INIT-0108,Set targets to increase local/regional and seasonal sourcing to reduce transport emissions and support UK producers,CEF-0108,CARD-0432,Efficiency Factors,CRS-0432,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0108,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Set targets to increase local/regional and seasonal sourcing to reduce transport emissions and support UK producers.,1.0,2026-08-18,109
MAP-0433,INIT-0109,Pilot new sourcing models with innovative/smaller suppliers to diversify supply and de-risk from commodity volatility,CCF-0109,CARD-0433,Cost Factors,CRS-0433,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0109,ACTIVE,ACTIVE,Catalog cost value-card slot for Pilot new sourcing models with innovative/smaller suppliers to diversify supply and de-risk from commodity volatility.,1.0,2026-08-18,110
MAP-0434,INIT-0109,Pilot new sourcing models with innovative/smaller suppliers to diversify supply and de-risk from commodity volatility,CPF-0109,CARD-0434,Carbon Factors,CRS-0434,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0109,ACTIVE,ACTIVE,Catalog carbon value-card slot for Pilot new sourcing models with innovative/smaller suppliers to diversify supply and de-risk from commodity volatility.,1.0,2026-08-18,110
MAP-0435,INIT-0109,Pilot new sourcing models with innovative/smaller suppliers to diversify supply and de-risk from commodity volatility,CTF-0109,CARD-0435,Timing Factors,CRS-0435,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0109,ACTIVE,ACTIVE,Catalog timing value-card slot for Pilot new sourcing models with innovative/smaller suppliers to diversify supply and de-risk from commodity volatility.,1.0,2026-08-18,110
MAP-0436,INIT-0109,Pilot new sourcing models with innovative/smaller suppliers to diversify supply and de-risk from commodity volatility,CEF-0109,CARD-0436,Efficiency Factors,CRS-0436,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0109,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Pilot new sourcing models with innovative/smaller suppliers to diversify supply and de-risk from commodity volatility.,1.0,2026-08-18,110
MAP-0437,INIT-0110,Proportion of plant-based dishes on the menu,CCF-0110,CARD-0437,Cost Factors,CRS-0437,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0110,ACTIVE,ACTIVE,Catalog cost value-card slot for Proportion of plant-based dishes on the menu.,1.0,2026-08-18,111
MAP-0438,INIT-0110,Proportion of plant-based dishes on the menu,CPF-0110,CARD-0438,Carbon Factors,CRS-0438,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0110,ACTIVE,ACTIVE,Catalog carbon value-card slot for Proportion of plant-based dishes on the menu.,1.0,2026-08-18,111
MAP-0439,INIT-0110,Proportion of plant-based dishes on the menu,CTF-0110,CARD-0439,Timing Factors,CRS-0439,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0110,ACTIVE,ACTIVE,Catalog timing value-card slot for Proportion of plant-based dishes on the menu.,1.0,2026-08-18,111
MAP-0440,INIT-0110,Proportion of plant-based dishes on the menu,CEF-0110,CARD-0440,Efficiency Factors,CRS-0440,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0110,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Proportion of plant-based dishes on the menu.,1.0,2026-08-18,111
MAP-0441,INIT-0111,Procure items sourced from ingredients grown using regenerative practices,CCF-0111,CARD-0441,Cost Factors,CRS-0441,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0111,ACTIVE,ACTIVE,Catalog cost value-card slot for Procure items sourced from ingredients grown using regenerative practices.,1.0,2026-08-18,112
MAP-0442,INIT-0111,Procure items sourced from ingredients grown using regenerative practices,CPF-0111,CARD-0442,Carbon Factors,CRS-0442,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0111,ACTIVE,ACTIVE,Catalog carbon value-card slot for Procure items sourced from ingredients grown using regenerative practices.,1.0,2026-08-18,112
MAP-0443,INIT-0111,Procure items sourced from ingredients grown using regenerative practices,CTF-0111,CARD-0443,Timing Factors,CRS-0443,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0111,ACTIVE,ACTIVE,Catalog timing value-card slot for Procure items sourced from ingredients grown using regenerative practices.,1.0,2026-08-18,112
MAP-0444,INIT-0111,Procure items sourced from ingredients grown using regenerative practices,CEF-0111,CARD-0444,Efficiency Factors,CRS-0444,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0111,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Procure items sourced from ingredients grown using regenerative practices.,1.0,2026-08-18,112
MAP-0445,INIT-0112,Design the menu to highlight and nudge customers toward lower-carbon choices,CCF-0112,CARD-0445,Cost Factors,CRS-0445,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0112,ACTIVE,ACTIVE,Catalog cost value-card slot for Design the menu to highlight and nudge customers toward lower-carbon choices.,1.0,2026-08-18,113
MAP-0446,INIT-0112,Design the menu to highlight and nudge customers toward lower-carbon choices,CPF-0112,CARD-0446,Carbon Factors,CRS-0446,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0112,ACTIVE,ACTIVE,Catalog carbon value-card slot for Design the menu to highlight and nudge customers toward lower-carbon choices.,1.0,2026-08-18,113
MAP-0447,INIT-0112,Design the menu to highlight and nudge customers toward lower-carbon choices,CTF-0112,CARD-0447,Timing Factors,CRS-0447,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0112,ACTIVE,ACTIVE,Catalog timing value-card slot for Design the menu to highlight and nudge customers toward lower-carbon choices.,1.0,2026-08-18,113
MAP-0448,INIT-0112,Design the menu to highlight and nudge customers toward lower-carbon choices,CEF-0112,CARD-0448,Efficiency Factors,CRS-0448,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0112,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Design the menu to highlight and nudge customers toward lower-carbon choices.,1.0,2026-08-18,113
MAP-0449,INIT-0113,Swap high-impact ingredients for lower-impact equivalents where they don't compromise the dish,CCF-0113,CARD-0449,Cost Factors,CRS-0449,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0113,ACTIVE,ACTIVE,Catalog cost value-card slot for Swap high-impact ingredients for lower-impact equivalents where they don't compromise the dish.,1.0,2026-08-18,114
MAP-0450,INIT-0113,Swap high-impact ingredients for lower-impact equivalents where they don't compromise the dish,CPF-0113,CARD-0450,Carbon Factors,CRS-0450,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0113,ACTIVE,ACTIVE,Catalog carbon value-card slot for Swap high-impact ingredients for lower-impact equivalents where they don't compromise the dish.,1.0,2026-08-18,114
MAP-0451,INIT-0113,Swap high-impact ingredients for lower-impact equivalents where they don't compromise the dish,CTF-0113,CARD-0451,Timing Factors,CRS-0451,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0113,ACTIVE,ACTIVE,Catalog timing value-card slot for Swap high-impact ingredients for lower-impact equivalents where they don't compromise the dish.,1.0,2026-08-18,114
MAP-0452,INIT-0113,Swap high-impact ingredients for lower-impact equivalents where they don't compromise the dish,CEF-0113,CARD-0452,Efficiency Factors,CRS-0452,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0113,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Swap high-impact ingredients for lower-impact equivalents where they don't compromise the dish.,1.0,2026-08-18,114
MAP-0453,INIT-0114,Use nose-to-tail cooking to reduce waste from higher-impact proteins,CCF-0114,CARD-0453,Cost Factors,CRS-0453,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0114,ACTIVE,ACTIVE,Catalog cost value-card slot for Use nose-to-tail cooking to reduce waste from higher-impact proteins.,1.0,2026-08-18,115
MAP-0454,INIT-0114,Use nose-to-tail cooking to reduce waste from higher-impact proteins,CPF-0114,CARD-0454,Carbon Factors,CRS-0454,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0114,ACTIVE,ACTIVE,Catalog carbon value-card slot for Use nose-to-tail cooking to reduce waste from higher-impact proteins.,1.0,2026-08-18,115
